x,y,objID,classID
1334.0,7176.0,1.0,1.0
1331.0,7179.0,1.0,1.0
1330.0,7180.0,1.0,1.0
1328.0,7182.0,1.0,1.0
1326.0,7184.0,1.0,1.0
1324.0,7188.0,1.0,1.0
1323.0,7190.0,1.0,1.0
1322.0,7192.0,1.0,1.0
1322.0,7195.0,1.0,1.0
1320.0,7196.0,1.0,1.0
1317.0,7198.0,1.0,1.0
1316.0,7199.0,1.0,1.0
1315.0,7199.0,1.0,1.0
1306.0,7202.0,1.0,1.0
1307.0,7203.0,1.0,1.0
1304.0,7205.0,1.0,1.0
1301.0,7207.0,1.0,1.0
1298.0,7213.0,1.0,1.0
1292.0,7222.0,1.0,1.0
1289.0,7227.0,1.0,1.0
1288.0,7230.0,1.0,1.0
1286.0,7232.0,1.0,1.0
1285.0,7236.0,1.0,1.0
1285.0,7238.0,1.0,1.0
1284.0,7242.0,1.0,1.0
1284.0,7243.0,1.0,1.0
1283.0,7248.0,1.0,1.0
1283.0,7249.0,1.0,1.0
1283.0,7253.0,1.0,1.0
1282.0,7256.0,1.0,1.0
1282.0,7261.0,1.0,1.0
1282.0,7264.0,1.0,1.0
1282.0,7266.0,1.0,1.0
1282.0,7268.0,1.0,1.0
1282.0,7272.0,1.0,1.0
1282.0,7275.0,1.0,1.0
1282.0,7280.0,1.0,1.0
1281.0,7283.0,1.0,1.0
1280.0,7290.0,1.0,1.0
1280.0,7292.0,1.0,1.0
1280.0,7297.0,1.0,1.0
1280.0,7299.0,1.0,1.0
1281.0,7300.0,1.0,1.0
1281.0,7303.0,1.0,1.0
1281.0,7307.0,1.0,1.0
1282.0,7313.0,1.0,1.0
1282.0,7319.0,1.0,1.0
1282.0,7321.0,1.0,1.0
1282.0,7323.0,1.0,1.0
1282.0,7326.0,1.0,1.0
1281.0,7328.0,1.0,1.0
1281.0,7329.0,1.0,1.0
1278.0,7332.0,1.0,1.0
1278.0,7334.0,1.0,1.0
1277.0,7335.0,1.0,1.0
1277.0,7336.0,1.0,1.0
1276.0,7337.0,1.0,1.0
1276.0,7338.0,1.0,1.0
1275.0,7340.0,1.0,1.0
1274.0,7341.0,1.0,1.0
1273.0,7342.0,1.0,1.0
1270.0,7343.0,1.0,1.0
1270.0,7344.0,1.0,1.0
1269.0,7344.0,1.0,1.0
1268.0,7345.0,1.0,1.0
1268.0,7346.0,1.0,1.0
1266.0,7348.0,1.0,1.0
1265.0,7349.0,1.0,1.0
1261.0,7350.0,1.0,1.0
1260.0,7351.0,1.0,1.0
1260.0,7352.0,1.0,1.0
1259.0,7357.0,1.0,1.0
1259.0,7358.0,1.0,1.0
1257.0,7359.0,1.0,1.0
1255.0,7360.0,1.0,1.0
1255.0,7363.0,1.0,1.0
1251.0,7368.0,1.0,1.0
1872.0,7141.0,2.0,1.0
1876.0,7143.0,2.0,1.0
1879.0,7144.0,2.0,1.0
1881.0,7146.0,2.0,1.0
1888.0,7150.0,2.0,1.0
1890.0,7150.0,2.0,1.0
1896.0,7152.0,2.0,1.0
1899.0,7152.0,2.0,1.0
1903.0,7152.0,2.0,1.0
1907.0,7152.0,2.0,1.0
1909.0,7152.0,2.0,1.0
1913.0,7152.0,2.0,1.0
1916.0,7152.0,2.0,1.0
1918.0,7152.0,2.0,1.0
1921.0,7152.0,2.0,1.0
1922.0,7152.0,2.0,1.0
1924.0,7150.0,2.0,1.0
1925.0,7150.0,2.0,1.0
1928.0,7150.0,2.0,1.0
1931.0,7150.0,2.0,1.0
1934.0,7150.0,2.0,1.0
1939.0,7149.0,2.0,1.0
1939.0,7147.0,2.0,1.0
1940.0,7147.0,2.0,1.0
1940.0,7146.0,2.0,1.0
1942.0,7146.0,2.0,1.0
1943.0,7146.0,2.0,1.0
1943.0,7144.0,2.0,1.0
1946.0,7143.0,2.0,1.0
1949.0,7143.0,2.0,1.0
1952.0,7141.0,2.0,1.0
1955.0,7138.0,2.0,1.0
1960.0,7137.0,2.0,1.0
1961.0,7135.0,2.0,1.0
1964.0,7132.0,2.0,1.0
1967.0,7131.0,2.0,1.0
1970.0,7128.0,2.0,1.0
1972.0,7128.0,2.0,1.0
1975.0,7125.0,2.0,1.0
1978.0,7122.0,2.0,1.0
1981.0,7116.0,2.0,1.0
1982.0,7113.0,2.0,1.0
1984.0,7110.0,2.0,1.0
1985.0,7109.0,2.0,1.0
1987.0,7107.0,2.0,1.0
1988.0,7104.0,2.0,1.0
1990.0,7101.0,2.0,1.0
1990.0,7098.0,2.0,1.0
1991.0,7098.0,2.0,1.0
1991.0,7097.0,2.0,1.0
1993.0,7095.0,2.0,1.0
1993.0,7094.0,2.0,1.0
1993.0,7089.0,2.0,1.0
1996.0,7088.0,2.0,1.0
1997.0,7086.0,2.0,1.0
1999.0,7085.0,2.0,1.0
1999.0,7083.0,2.0,1.0
1999.0,7082.0,2.0,1.0
1999.0,7080.0,2.0,1.0
2000.0,7080.0,2.0,1.0
2001.0,7076.0,2.0,1.0
2004.0,7073.0,2.0,1.0
2004.0,7068.0,2.0,1.0
2006.0,7062.0,2.0,1.0
2007.0,7062.0,2.0,1.0
2007.0,7061.0,2.0,1.0
2007.0,7059.0,2.0,1.0
2010.0,7056.0,2.0,1.0
2010.0,7055.0,2.0,1.0
2012.0,7050.0,2.0,1.0
2013.0,7049.0,2.0,1.0
2015.0,7044.0,2.0,1.0
2015.0,7043.0,2.0,1.0
2016.0,7041.0,2.0,1.0
2018.0,7038.0,2.0,1.0
2019.0,7035.0,2.0,1.0
2019.0,7031.0,2.0,1.0
2021.0,7028.0,2.0,1.0
2021.0,7025.0,2.0,1.0
2022.0,7021.0,2.0,1.0
2022.0,7019.0,2.0,1.0
2021.0,7016.0,2.0,1.0
2021.0,7013.0,2.0,1.0
2019.0,7012.0,2.0,1.0
2018.0,7009.0,2.0,1.0
2016.0,7004.0,2.0,1.0
2015.0,7004.0,2.0,1.0
2012.0,7003.0,2.0,1.0
2010.0,7001.0,2.0,1.0
2009.0,7000.0,2.0,1.0
2007.0,7000.0,2.0,1.0
2006.0,6998.0,2.0,1.0
2004.0,6998.0,2.0,1.0
1999.0,6998.0,2.0,1.0
1997.0,6998.0,2.0,1.0
1993.0,7000.0,2.0,1.0
1991.0,7001.0,2.0,1.0
1990.0,7001.0,2.0,1.0
1985.0,7001.0,2.0,1.0
1984.0,7003.0,2.0,1.0
1981.0,7003.0,2.0,1.0
1979.0,7004.0,2.0,1.0
1978.0,7006.0,2.0,1.0
1976.0,7006.0,2.0,1.0
1975.0,7006.0,2.0,1.0
1975.0,7007.0,2.0,1.0
1973.0,7009.0,2.0,1.0
1972.0,7010.0,2.0,1.0
1970.0,7012.0,2.0,1.0
1969.0,7013.0,2.0,1.0
1969.0,7015.0,2.0,1.0
1967.0,7015.0,2.0,1.0
1967.0,7016.0,2.0,1.0
1964.0,7018.0,2.0,1.0
1964.0,7021.0,2.0,1.0
1963.0,7021.0,2.0,1.0
1963.0,7023.0,2.0,1.0
1963.0,7025.0,2.0,1.0
1961.0,7025.0,2.0,1.0
1961.0,7026.0,2.0,1.0
1961.0,7028.0,2.0,1.0
1961.0,7032.0,2.0,1.0
1960.0,7034.0,2.0,1.0
1960.0,7037.0,2.0,1.0
1961.0,7038.0,2.0,1.0
1961.0,7040.0,2.0,1.0
1963.0,7049.0,2.0,1.0
1964.0,7049.0,2.0,1.0
1971.0,7048.0,2.0,1.0
1971.0,7050.0,2.0,1.0
1973.0,7051.0,2.0,1.0
1973.0,7053.0,2.0,1.0
1973.0,7054.0,2.0,1.0
1973.0,7056.0,2.0,1.0
1973.0,7059.0,2.0,1.0
1973.0,7062.0,2.0,1.0
1974.0,7063.0,2.0,1.0
1974.0,7068.0,2.0,1.0
1974.0,7069.0,2.0,1.0
1974.0,7071.0,2.0,1.0
1974.0,7074.0,2.0,1.0
1973.0,7075.0,2.0,1.0
1973.0,7078.0,2.0,1.0
1973.0,7080.0,2.0,1.0
1973.0,7081.0,2.0,1.0
1971.0,7083.0,2.0,1.0
1970.0,7084.0,2.0,1.0
1967.0,7084.0,2.0,1.0
1965.0,7086.0,2.0,1.0
1962.0,7090.0,2.0,1.0
1962.0,7092.0,2.0,1.0
1961.0,7092.0,2.0,1.0
1959.0,7093.0,2.0,1.0
1959.0,7095.0,2.0,1.0
1958.0,7095.0,2.0,1.0
1956.0,7095.0,2.0,1.0
1953.0,7095.0,2.0,1.0
1950.0,7096.0,2.0,1.0
1949.0,7098.0,2.0,1.0
1947.0,7098.0,2.0,1.0
1944.0,7100.0,2.0,1.0
1944.0,7102.0,2.0,1.0
1943.0,7102.0,2.0,1.0
1941.0,7103.0,2.0,1.0
1940.0,7103.0,2.0,1.0
1938.0,7103.0,2.0,1.0
1938.0,7105.0,2.0,1.0
1935.0,7105.0,2.0,1.0
1932.0,7105.0,2.0,1.0
1929.0,7105.0,2.0,1.0
1926.0,7105.0,2.0,1.0
1923.0,7105.0,2.0,1.0
1922.0,7105.0,2.0,1.0
1917.0,7105.0,2.0,1.0
1911.0,7103.0,2.0,1.0
1908.0,7103.0,2.0,1.0
1905.0,7103.0,2.0,1.0
1903.0,7102.0,2.0,1.0
1901.0,7102.0,2.0,1.0
1900.0,7100.0,2.0,1.0
1898.0,7099.0,2.0,1.0
1898.0,7096.0,2.0,1.0
1898.0,7093.0,2.0,1.0
1900.0,7090.0,2.0,1.0
1900.0,7089.0,2.0,1.0
1900.0,7087.0,2.0,1.0
1900.0,7081.0,2.0,1.0
1901.0,7078.0,2.0,1.0
1901.0,7077.0,2.0,1.0
1901.0,7075.0,2.0,1.0
1901.0,7072.0,2.0,1.0
1903.0,7071.0,2.0,1.0
1903.0,7066.0,2.0,1.0
1903.0,7063.0,2.0,1.0
1904.0,7062.0,2.0,1.0
1904.0,7060.0,2.0,1.0
1905.0,7059.0,2.0,1.0
1907.0,7058.0,2.0,1.0
1907.0,7056.0,2.0,1.0
1907.0,7055.0,2.0,1.0
1907.0,7053.0,2.0,1.0
1909.0,7053.0,2.0,1.0
1909.0,7050.0,2.0,1.0
1909.0,7049.0,2.0,1.0
1909.0,7047.0,2.0,1.0
1909.0,7046.0,2.0,1.0
1909.0,7044.0,2.0,1.0
1909.0,7043.0,2.0,1.0
1909.0,7041.0,2.0,1.0
1907.0,7040.0,2.0,1.0
1906.0,7038.0,2.0,1.0
1904.0,7037.0,2.0,1.0
1903.0,7037.0,2.0,1.0
1901.0,7037.0,2.0,1.0
1900.0,7037.0,2.0,1.0
1899.0,7037.0,2.0,1.0
1896.0,7035.0,2.0,1.0
1894.0,7035.0,2.0,1.0
1891.0,7035.0,2.0,1.0
1890.0,7035.0,2.0,1.0
1887.0,7035.0,2.0,1.0
1885.0,7035.0,2.0,1.0
1884.0,7035.0,2.0,1.0
1881.0,7035.0,2.0,1.0
1878.0,7035.0,2.0,1.0
1876.0,7035.0,2.0,1.0
1873.0,7035.0,2.0,1.0
1870.0,7037.0,2.0,1.0
1869.0,7037.0,2.0,1.0
1867.0,7037.0,2.0,1.0
1866.0,7038.0,2.0,1.0
1864.0,7038.0,2.0,1.0
1863.0,7038.0,2.0,1.0
1863.0,7040.0,2.0,1.0
1860.0,7041.0,2.0,1.0
1857.0,7044.0,2.0,1.0
1854.0,7047.0,2.0,1.0
1852.0,7047.0,2.0,1.0
1852.0,7049.0,2.0,1.0
1851.0,7052.0,2.0,1.0
1851.0,7055.0,2.0,1.0
1849.0,7059.0,2.0,1.0
1848.0,7062.0,2.0,1.0
1848.0,7068.0,2.0,1.0
1849.0,7073.0,2.0,1.0
1849.0,7079.0,2.0,1.0
1848.0,7088.0,2.0,1.0
1849.0,7091.0,2.0,1.0
1849.0,7092.0,2.0,1.0
1849.0,7095.0,2.0,1.0
1851.0,7101.0,2.0,1.0
1852.0,7104.0,2.0,1.0
1852.0,7107.0,2.0,1.0
1852.0,7109.0,2.0,1.0
1854.0,7110.0,2.0,1.0
1855.0,7115.0,2.0,1.0
1857.0,7118.0,2.0,1.0
1858.0,7121.0,2.0,1.0
1858.0,7122.0,2.0,1.0
1860.0,7122.0,2.0,1.0
1860.0,7123.0,2.0,1.0
1860.0,7125.0,2.0,1.0
1861.0,7126.0,2.0,1.0
1863.0,7128.0,2.0,1.0
1863.0,7129.0,2.0,1.0
1864.0,7131.0,2.0,1.0
1866.0,7132.0,2.0,1.0
1867.0,7132.0,2.0,1.0
1869.0,7134.0,2.0,1.0
1872.0,7135.0,2.0,1.0
1872.0,7141.0,2.0,1.0
2231.0,6857.0,3.0,1.0
2231.0,6856.0,3.0,1.0
2240.0,6853.0,3.0,1.0
2243.0,6853.0,3.0,1.0
2252.0,6853.0,3.0,1.0
2255.0,6851.0,3.0,1.0
2256.0,6851.0,3.0,1.0
2258.0,6851.0,3.0,1.0
2259.0,6851.0,3.0,1.0
2261.0,6850.0,3.0,1.0
2264.0,6847.0,3.0,1.0
2267.0,6847.0,3.0,1.0
2268.0,6844.0,3.0,1.0
2270.0,6842.0,3.0,1.0
2274.0,6841.0,3.0,1.0
2277.0,6839.0,3.0,1.0
2279.0,6838.0,3.0,1.0
2282.0,6836.0,3.0,1.0
2282.0,6835.0,3.0,1.0
2283.0,6833.0,3.0,1.0
2285.0,6832.0,3.0,1.0
2286.0,6830.0,3.0,1.0
2288.0,6829.0,3.0,1.0
2289.0,6827.0,3.0,1.0
2291.0,6826.0,3.0,1.0
2294.0,6824.0,3.0,1.0
2295.0,6824.0,3.0,1.0
2297.0,6823.0,3.0,1.0
2298.0,6821.0,3.0,1.0
2301.0,6820.0,3.0,1.0
2305.0,6818.0,3.0,1.0
2308.0,6815.0,3.0,1.0
2313.0,6812.0,3.0,1.0
2317.0,6809.0,3.0,1.0
2317.0,6805.0,3.0,1.0
2319.0,6805.0,3.0,1.0
2319.0,6803.0,3.0,1.0
2320.0,6802.0,3.0,1.0
2322.0,6802.0,3.0,1.0
2322.0,6800.0,3.0,1.0
2323.0,6799.0,3.0,1.0
2325.0,6798.0,3.0,1.0
2326.0,6796.0,3.0,1.0
2329.0,6796.0,3.0,1.0
2334.0,6793.0,3.0,1.0
2337.0,6792.0,3.0,1.0
2340.0,6789.0,3.0,1.0
2343.0,6784.0,3.0,1.0
2346.0,6781.0,3.0,1.0
2347.0,6780.0,3.0,1.0
2350.0,6778.0,3.0,1.0
2352.0,6777.0,3.0,1.0
2356.0,6774.0,3.0,1.0
2361.0,6772.0,3.0,1.0
2364.0,6771.0,3.0,1.0
2365.0,6769.0,3.0,1.0
2367.0,6768.0,3.0,1.0
2368.0,6766.0,3.0,1.0
2368.0,6765.0,3.0,1.0
2370.0,6763.0,3.0,1.0
2370.0,6762.0,3.0,1.0
2371.0,6760.0,3.0,1.0
2371.0,6759.0,3.0,1.0
2373.0,6757.0,3.0,1.0
2373.0,6754.0,3.0,1.0
2374.0,6753.0,3.0,1.0
2374.0,6751.0,3.0,1.0
2374.0,6750.0,3.0,1.0
2373.0,6750.0,3.0,1.0
2371.0,6747.0,3.0,1.0
2370.0,6745.0,3.0,1.0
2368.0,6744.0,3.0,1.0
2365.0,6744.0,3.0,1.0
2364.0,6744.0,3.0,1.0
2359.0,6744.0,3.0,1.0
2356.0,6744.0,3.0,1.0
2356.0,6745.0,3.0,1.0
2353.0,6748.0,3.0,1.0
2352.0,6748.0,3.0,1.0
2349.0,6750.0,3.0,1.0
2347.0,6751.0,3.0,1.0
2346.0,6753.0,3.0,1.0
2344.0,6754.0,3.0,1.0
2343.0,6757.0,3.0,1.0
2341.0,6760.0,3.0,1.0
2337.0,6763.0,3.0,1.0
2335.0,6765.0,3.0,1.0
2334.0,6766.0,3.0,1.0
2331.0,6766.0,3.0,1.0
2328.0,6768.0,3.0,1.0
2326.0,6769.0,3.0,1.0
2325.0,6772.0,3.0,1.0
2320.0,6772.0,3.0,1.0
2320.0,6774.0,3.0,1.0
2319.0,6774.0,3.0,1.0
2316.0,6775.0,3.0,1.0
2316.0,6777.0,3.0,1.0
2314.0,6777.0,3.0,1.0
2313.0,6778.0,3.0,1.0
2310.0,6780.0,3.0,1.0
2308.0,6780.0,3.0,1.0
2307.0,6781.0,3.0,1.0
2305.0,6783.0,3.0,1.0
2304.0,6783.0,3.0,1.0
2300.0,6786.0,3.0,1.0
2298.0,6787.0,3.0,1.0
2297.0,6789.0,3.0,1.0
2295.0,6789.0,3.0,1.0
2294.0,6792.0,3.0,1.0
2292.0,6792.0,3.0,1.0
2291.0,6793.0,3.0,1.0
2288.0,6793.0,3.0,1.0
2286.0,6796.0,3.0,1.0
2285.0,6796.0,3.0,1.0
2282.0,6799.0,3.0,1.0
2282.0,6800.0,3.0,1.0
2280.0,6800.0,3.0,1.0
2279.0,6803.0,3.0,1.0
2276.0,6805.0,3.0,1.0
2274.0,6805.0,3.0,1.0
2271.0,6806.0,3.0,1.0
2268.0,6808.0,3.0,1.0
2267.0,6806.0,3.0,1.0
2264.0,6806.0,3.0,1.0
2262.0,6806.0,3.0,1.0
2258.0,6808.0,3.0,1.0
2255.0,6808.0,3.0,1.0
2253.0,6809.0,3.0,1.0
2250.0,6811.0,3.0,1.0
2246.0,6812.0,3.0,1.0
2244.0,6812.0,3.0,1.0
2244.0,6814.0,3.0,1.0
2241.0,6815.0,3.0,1.0
2241.0,6817.0,3.0,1.0
2238.0,6817.0,3.0,1.0
2235.0,6820.0,3.0,1.0
2234.0,6821.0,3.0,1.0
2232.0,6823.0,3.0,1.0
2231.0,6824.0,3.0,1.0
2228.0,6824.0,3.0,1.0
2225.0,6827.0,3.0,1.0
2223.0,6827.0,3.0,1.0
2222.0,6829.0,3.0,1.0
2220.0,6829.0,3.0,1.0
2220.0,6830.0,3.0,1.0
2217.0,6832.0,3.0,1.0
2216.0,6833.0,3.0,1.0
2214.0,6835.0,3.0,1.0
2197.0,6842.0,3.0,1.0
2191.0,6844.0,3.0,1.0
2188.0,6848.0,3.0,1.0
2186.0,6851.0,3.0,1.0
2185.0,6853.0,3.0,1.0
2182.0,6854.0,3.0,1.0
2180.0,6854.0,3.0,1.0
2179.0,6856.0,3.0,1.0
2177.0,6856.0,3.0,1.0
2176.0,6856.0,3.0,1.0
2173.0,6857.0,3.0,1.0
2171.0,6857.0,3.0,1.0
2170.0,6859.0,3.0,1.0
2167.0,6859.0,3.0,1.0
2165.0,6860.0,3.0,1.0
2162.0,6860.0,3.0,1.0
2159.0,6863.0,3.0,1.0
2156.0,6863.0,3.0,1.0
2153.0,6865.0,3.0,1.0
2150.0,6866.0,3.0,1.0
2147.0,6869.0,3.0,1.0
2146.0,6871.0,3.0,1.0
2144.0,6874.0,3.0,1.0
2144.0,6877.0,3.0,1.0
2143.0,6878.0,3.0,1.0
2143.0,6881.0,3.0,1.0
2143.0,6882.0,3.0,1.0
2143.0,6884.0,3.0,1.0
2143.0,6887.0,3.0,1.0
2144.0,6888.0,3.0,1.0
2146.0,6890.0,3.0,1.0
2146.0,6891.0,3.0,1.0
2149.0,6891.0,3.0,1.0
2150.0,6890.0,3.0,1.0
2152.0,6890.0,3.0,1.0
2155.0,6888.0,3.0,1.0
2156.0,6888.0,3.0,1.0
2158.0,6887.0,3.0,1.0
2159.0,6887.0,3.0,1.0
2162.0,6887.0,3.0,1.0
2164.0,6885.0,3.0,1.0
2165.0,6884.0,3.0,1.0
2167.0,6884.0,3.0,1.0
2168.0,6884.0,3.0,1.0
2170.0,6884.0,3.0,1.0
2171.0,6882.0,3.0,1.0
2171.0,6881.0,3.0,1.0
2173.0,6881.0,3.0,1.0
2174.0,6881.0,3.0,1.0
2176.0,6879.0,3.0,1.0
2179.0,6879.0,3.0,1.0
2180.0,6878.0,3.0,1.0
2182.0,6878.0,3.0,1.0
2183.0,6877.0,3.0,1.0
2186.0,6877.0,3.0,1.0
2188.0,6874.0,3.0,1.0
2189.0,6874.0,3.0,1.0
2192.0,6872.0,3.0,1.0
2192.0,6871.0,3.0,1.0
2194.0,6871.0,3.0,1.0
2195.0,6871.0,3.0,1.0
2197.0,6871.0,3.0,1.0
2200.0,6871.0,3.0,1.0
2204.0,6869.0,3.0,1.0
2206.0,6868.0,3.0,1.0
2207.0,6868.0,3.0,1.0
2208.0,6868.0,3.0,1.0
2213.0,6866.0,3.0,1.0
2217.0,6865.0,3.0,1.0
2219.0,6865.0,3.0,1.0
2220.0,6865.0,3.0,1.0
2220.0,6863.0,3.0,1.0
2231.0,6857.0,3.0,1.0
2860.0,6577.0,5.0,1.0
2858.0,6577.0,5.0,1.0
2852.0,6580.0,5.0,1.0
2849.0,6581.0,5.0,1.0
2848.0,6583.0,5.0,1.0
2848.0,6586.0,5.0,1.0
2846.0,6587.0,5.0,1.0
2846.0,6589.0,5.0,1.0
2846.0,6592.0,5.0,1.0
2845.0,6593.0,5.0,1.0
2845.0,6594.0,5.0,1.0
2845.0,6596.0,5.0,1.0
2845.0,6597.0,5.0,1.0
2845.0,6599.0,5.0,1.0
2845.0,6600.0,5.0,1.0
2848.0,6600.0,5.0,1.0
2849.0,6602.0,5.0,1.0
2854.0,6603.0,5.0,1.0
2857.0,6605.0,5.0,1.0
2858.0,6605.0,5.0,1.0
2860.0,6605.0,5.0,1.0
2861.0,6605.0,5.0,1.0
2863.0,6606.0,5.0,1.0
2866.0,6608.0,5.0,1.0
2869.0,6608.0,5.0,1.0
2872.0,6609.0,5.0,1.0
2876.0,6611.0,5.0,1.0
2879.0,6611.0,5.0,1.0
